prof_id,title
"Vice President, Environmental Sustainability","Vice President, Environmental Sustainability"
Membro del Comitato Scientifico,Membro del Comitato Scientifico
CSR Program Manager,CSR Program Manager
Sustainablity Consultant | Fashion & Textiles,Sustainablity Consultant | Fashion & Textiles
Manager - Customer Success | Southern Europe,Manager - Customer Success | Southern Europe
Linea Vita - Progettista qualificato di sistemi di ancoraggio Linea Vita,Linea Vita - Progettista qualificato di sistemi di ancoraggio Linea Vita
"Owner, Founder and CEO","Owner, Founder and CEO"
"Founder - Paradigm Change Counselling, Coaching & Consulting - see Insta paradigmchangecoach","Founder - Paradigm Change Counselling, Coaching & Consulting - see Insta paradigmchangecoach"
"Affärsutvecklare, Finansiering och Partnerskap","Affärsutvecklare, Finansiering och Partnerskap"
Member of the Advisory Panel,Member of the Advisory Panel
Corporate Governance Officer,Corporate Governance Officer
Certified Social Compliance Auditor APSCA,Certified Social Compliance Auditor APSCA
Sales Manager / Key Account Manager,Sales Manager / Key Account Manager
Funzionario area amministrativo-giuridica,Funzionario area amministrativo-giuridica
President & CIO,President & CIO
International Development Manager,International Development Manager
QS assistant,QS assistant
Researcher and Head of Research Program Sustainability in Biosystems,Researcher and Head of Research Program Sustainability in Biosystems
Head of Group Integrated Marketing,Head of Group Integrated Marketing
"Professor of Climate, Geoeconomics and Finance at the Robert Schuman Centre for Advanced Studies","Professor of Climate, Geoeconomics and Finance at the Robert Schuman Centre for Advanced Studies"
Global Business Development,Global Business Development
Communications Officer,Communications Officer
Regenerative Strategist,Regenerative Strategist
"Specialist, Research & Advisory","Specialist, Research & Advisory"
Sustainability Clinical & Innovation Lead,Sustainability Clinical & Innovation Lead
Senior Manager-Sustainability and Climate Change,Senior Manager-Sustainability and Climate Change
"CEO Managing Partner, Management and Sustainability Consultant","CEO Managing Partner, Management and Sustainability Consultant"
Arkitekt Byggmästare Samhälls Plats Centrum Stadsutvecklare Chefsarkitekt,Arkitekt Byggmästare Samhälls Plats Centrum Stadsutvecklare Chefsarkitekt
VD/CEO,VD/CEO
Affärs- och innovationsområdeschef Hållbara städer och samhällen,Affärs- och innovationsområdeschef Hållbara städer och samhällen
Op Delivery Lead,Op Delivery Lead
Founder (CEO),Founder (CEO)
Member Board of Directors,Member Board of Directors
Board Member - Society for Organizational Learning Singapo,Board Member - Society for Organizational Learning Singapo
Founder and Director | Accredited Practitioner Coach,Founder and Director | Accredited Practitioner Coach
Global Sustainability Team,Global Sustainability Team
Sustainability Senior Specialist,Sustainability Senior Specialist
Innovationsledare,Innovationsledare
Co Founder/Inventor,Co Founder/Inventor
Business Development - Principal Accounts - Demand Response,Business Development - Principal Accounts - Demand Response
Chef Miljö och Hållbarhet tjänster,Chef Miljö och Hållbarhet tjänster
Programmamanager AGENCY!,Programmamanager AGENCY!
Avdelningschef: Miljö och hälsoskydd på Miljöförvaltningen,Avdelningschef: Miljö och hälsoskydd på Miljöförvaltningen
Assistant Front Office Manager - Duty Manager,Assistant Front Office Manager - Duty Manager
Founder & Board Chair,Founder & Board Chair
President and Managing Partner,President and Managing Partner
President North America,President North America
"Content Manager, Brand & Communications","Content Manager, Brand & Communications"
Research Ecologist: One Health & Wildlife Trade,Research Ecologist: One Health & Wildlife Trade
Responsible of Communication Department,Responsible of Communication Department
"Industry Expert Circular Innovation, Business Associate, Exeter U. Centre Circular Economy/EMF","Industry Expert Circular Innovation, Business Associate, Exeter U. Centre Circular Economy/EMF"
Head of CSR and Sustainability,Head of CSR and Sustainability
"Cofounder, Chief Impact Officer & Executive Board Member","Cofounder, Chief Impact Officer & Executive Board Member"
Beirätin,Beirätin
Head of Corporate Social Responsibility and Relations with stakeholders,Head of Corporate Social Responsibility and Relations with stakeholders
Director of Stewardship Programs,Director of Stewardship Programs
Sustainability Metrics & Performance Index Analysis,Sustainability Metrics & Performance Index Analysis
President of the Organizing Committee,President of the Organizing Committee
Engagement Lead,Engagement Lead
Human Resources (Talent Acquisition) Officer,Human Resources (Talent Acquisition) Officer
Chief Sustainability Officer & Group Director of Corporate Communications,Chief Sustainability Officer & Group Director of Corporate Communications
ESG & Sustainable Finance - Director,ESG & Sustainable Finance - Director
System Innovation Manager and Project Manager Boost Dalarna,System Innovation Manager and Project Manager Boost Dalarna
Environmental Engineer,Environmental Engineer
"Manager, Sustainable Procurement","Manager, Sustainable Procurement"
Departementsråd och enhetschef,Departementsråd och enhetschef
Supply Chain&Procurement,Supply Chain&Procurement
"Environmental, Social & Governance Manager - Energy Manager Italy","Environmental, Social & Governance Manager - Energy Manager Italy"
"Professore Ordinario, Direttore del Master in Economia circolare e gestione efficiente delle risorse","Professore Ordinario, Direttore del Master in Economia circolare e gestione efficiente delle risorse"
Founder / Creative Director,Founder / Creative Director
Senior Specialist - Sustainability & Impact,Senior Specialist - Sustainability & Impact
Expert - Climate and Energy Monitoring,Expert - Climate and Energy Monitoring
Digital Art Creator,Digital Art Creator
Head of Strategy & Innovation,Head of Strategy & Innovation
"Sustainability, Institutional Banking Group","Sustainability, Institutional Banking Group"
Head of Engagement - Value Change Initiative,Head of Engagement - Value Change Initiative
CEO and co-founder,CEO and co-founder
Partner & Global Director of Sustainability,Partner & Global Director of Sustainability
Corporate Sustainability and Climate Change Specialist,Corporate Sustainability and Climate Change Specialist
"Associate Director, BBA Strategic Design & Management","Associate Director, BBA Strategic Design & Management"
Environment Specialist,Environment Specialist
"Senior Advisor for State and Community Engagement, Office of Energy Efficiency & Renewable Energy","Senior Advisor for State and Community Engagement, Office of Energy Efficiency & Renewable Energy"
"Group Executive General Manager, Environment, Social and Governance","Group Executive General Manager, Environment, Social and Governance"
Head of Customer Happiness,Head of Customer Happiness
Founder Director,Founder Director
Chief Sustainability Officer Bolton Food & Tri Marine,Chief Sustainability Officer Bolton Food & Tri Marine
Apothekerin,Apothekerin
Business Strategy Consultant,Business Strategy Consultant
Compliance Auditor and Sustainability Developer,Compliance Auditor and Sustainability Developer
Supporter,Supporter
"Programme Engineering Manager, Central Route","Programme Engineering Manager, Central Route"
CSR Associate Manager,CSR Associate Manager
Vice President Legal,Vice President Legal
Co-founder and Director,Co-founder and Director
Head of Programmes,Head of Programmes
Sustainability Project Manager Fashion & Sporting Goods,Sustainability Project Manager Fashion & Sporting Goods
QHSE Manager,QHSE Manager
Gestión de las relaciones con los grupos de interés.,Gestión de las relaciones con los grupos de interés.
Corporate Responsibility Project Manager,Corporate Responsibility Project Manager
Sustainability Compliance Auditor,Sustainability Compliance Auditor
Director | Sustainability Services,Director | Sustainability Services
Head of Department Sustainability and Infrastructure,Head of Department Sustainability and Infrastructure
FOUNDER/CEO,FOUNDER/CEO
"docente asociado, Facultad de ingeniería","docente asociado, Facultad de ingeniería"
Senior Managing Director & Treasurer,Senior Managing Director & Treasurer
Chief Operations Officer,Chief Operations Officer
Owner & managing director,Owner & managing director
Board Member The Shift,Board Member The Shift
Sustainable Development Director,Sustainable Development Director
CEO and Co-Founder,CEO and Co-Founder
Partership manager,Partership manager
Non Executive Independent Director. Chairperson: Committee of Independent Directors,Non Executive Independent Director. Chairperson: Committee of Independent Directors
Sr Manager Ethical Trades,Sr Manager Ethical Trades
Organisationskonsult/Processledare/Yrkeslivscoachning,Organisationskonsult/Processledare/Yrkeslivscoachning
SUSTAINABILITY PROGRAM MANAGER,SUSTAINABILITY PROGRAM MANAGER
Enel Grids & Innovability,Enel Grids & Innovability
Sustainable Products & Supply Chain Manager,Sustainable Products & Supply Chain Manager
Sustainability Business Partner,Sustainability Business Partner
Director of Sustainability Stewardship,Director of Sustainability Stewardship
"Founder, Shareholder & Managing Director of SD-M GmbH","Founder, Shareholder & Managing Director of SD-M GmbH"
Director of Communications,Director of Communications
B. U. Sustainability | Area Manager,B. U. Sustainability | Area Manager
Enterprise Advisor,Enterprise Advisor
Consulting Manager,Consulting Manager
corporate sustainability manager,corporate sustainability manager
Organizational Psychologist and Owner,Organizational Psychologist and Owner
"Vice President of Innovation, Strategic Marketing, Brand Engagement through Sustainability","Vice President of Innovation, Strategic Marketing, Brand Engagement through Sustainability"
Member of The Supervisory Board,Member of The Supervisory Board
EHS System Engineer,EHS System Engineer
Responsabile comunicazione,Responsabile comunicazione
Segretario generale,Segretario generale
Founder & Director | Forward Thinking Sustainability Pioneer,Founder & Director | Forward Thinking Sustainability Pioneer
Global ESG Director,Global ESG Director
Director Sustainability Consulting,Director Sustainability Consulting
"Founder, Sustainabelle Advisory Services","Founder, Sustainabelle Advisory Services"
Corporate Supply Chain Sustainability Manager,Corporate Supply Chain Sustainability Manager
Chief Commercial Officer (CCO),Chief Commercial Officer (CCO)
Environmental Impact Expert,Environmental Impact Expert
Osservatorio Socialis,Osservatorio Socialis
"Managing Director, Head of ESG Advisory & Sector ESG Lead - Sponsors & Financial Institutions","Managing Director, Head of ESG Advisory & Sector ESG Lead - Sponsors & Financial Institutions"
